6iYb2HFDywm3zjuRg0shjw,Oskar Blues Taproom,40.0175444,-105.2833481,Gastropubs/ Food/ Beer Gardens/ Restaurants/ Bars/ American (Traditional)/ Beer Bar/ Nightlife/ Breweries,4
tCbdrRPZA0oiIYSmHG3J0w,Flying Elephants at PDX,45.5889059,-122.5933308,Salad/ Soup/ Sandwiches/ Delis/ Restaurants/ Cafes/ Vegetarian,4
bvN78flM8NLprQ1a1y5dRg,The Reclaimory,45.511907,-122.6136929,Antiques/ Fashion/ Used/ Vintage & Consignment/ Shopping/ Furniture Stores/ Home & Garden,4.5
oaepsyvc0J17qwi8cfrOWg,Great Clips,28.9144823,-81.2959787,Beauty & Spas/ Hair Salons,3
PE9uqAjdw0E4-8mjGl3wVA,Crossfit Terminus,33.7470274,-84.3534244,Gyms/ Active Life/ Interval Training Gyms/ Fitness & Instruction,4
D4JtQNTI4X3KcbzacDJsMw,Bob Likes Thai Food,49.2513423,-123.101333,Restaurants/ Thai,3.5
t35jsh9YnMtttm69UCp7gw,Escott Orthodontics,28.573998,-81.3892841,Dentists/ Health & Medical/ Orthodontists,4.5
jFYIsSb7r1QeESVUnXPHBw,Boxwood Biscuit,39.94700652,-82.997471,Breakfast & Brunch/ Restaurants,4.5
N3_Gs3DnX4k9SgpwJxdEfw,Lane Wells Jewelry Repair,30.346169,-97.711458,Shopping/ Jewelry Repair/ Appraisal Services/ Local Services/ Jewelry/ Engraving/ Gold Buyers,5
tXvdYGvlEceDljN8gt2_3Q,Capital City Barber Shop,30.1727062,-97.7999199,Barbers/ Beauty & Spas,4
rYs_1pNB_RMtn5WQh55QDA,Chautauqua General Store,39.9984488,-105.281006,Food/ Shopping/ Convenience Stores/ Souvenir Shops,3.5
hCABMnKtwo4Y9alQDxh2kw,Star Kreations Salon and Spa,42.5342478,-70.9909475,Wigs/ Hair Extensions/ Hair Salons/ Blow Dry/Out Services/ Hair Stylists/ Beauty & Spas/ Shopping,4
HPA_qyMEddpAEtFof02ixg,Mr G's Pizza & Subs,42.541155,-70.973438,Food/ Pizza/ Restaurants,4
ufCxltuh56FF4-ZFZ6cVhg,Sister Honey's,28.5132647,-81.3747072,Restaurants/ American (New)/ Bakeries/ Desserts/ Food/ Cupcakes,4.5
i_t_30RYVUDdZzFIcw80NQ,Uncle Sam's Pawn Shop,39.9566155,-82.9933017,Books/ Mags/ Music & Video/ Musical Instruments & Teachers/ Pawn Shops/ Shopping/ Videos & Video Game Rental/ Jewelry,4
g7CEhqBIpwTg6ERcMkCmrQ,Finish Line Car Wash,33.8006868,-84.21282,Oil Change Stations/ Smog Check Stations/ Automotive/ Car Wash,2.5
GfWJ19Js7wX9rwaHQ7KbGw,Everything POP Shopping & Dining,28.3504984,-81.542819,Restaurants/ American (New)/ Food Court/ Flowers & Gifts/ Hotels & Travel/ Gift Shops/ Resorts/ Shopping,3
MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,28.330255,-81.469464,Hotels/ Vacation Rentals/ Hotels & Travel/ Event Planning & Services,3.5
6fT0lYr_UgWSCZs_w1PBTQ,Salter School,42.427889,-71.073475,Specialty Schools/ Massage Schools/ Middle Schools & High Schools/ Vocational & Technical School/ Adult Education/ Education/ Elementary Schools,2
dmbbf3AqeG61_QHRZi1M1w,RaceTrac,28.4503025,-81.3805873,Automotive/ American (Traditional)/ Gas Stations/ Restaurants/ Food/ Beer/ Wine & Spirits,3.5
DLbEQySMW3X7KvkybpEYkw,Jasmine Nail Spa,45.4475976,-122.6174267,Nail Salons/ Beauty & Spas,3
AvT2mGkdYwU0ghqDfs-OlQ,Tire Town Auto Service,49.2810588,-123.0630193,Auto Repair/ Automotive/ Tires,4
ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,28.3819454,-81.510327,Hotels/ American (Traditional)/ Restaurants/ Event Planning & Services/ Hotels & Travel,3.5
j68RDnvOaYEwGcY9cTEHpA,Pittock Mansion,45.5252593,-122.7162265,Tours/ Museums/ Architectural Tours/ Venues & Event Spaces/ Landmarks & Historical Buildings/ Hotels & Travel/ Arts & Entertainment/ Community Service/Non-Profit/ Local Services/ Event Planning & Services/ Public Services & Government/ Historical Tours,4.5
nTIhpR7MhsALPwg_Hh14EA,DoubleTree by Hilton Hotel Austin,30.3263767,-97.70454347,Hotels/ Hotels & Travel/ Event Planning & Services,3
Y2ojrodkbEheGttZF8wYEQ,Wolf Camera and Image,33.8428078,-84.370455,Shopping/ Photography Stores & Services,3.5
hcRxdDg7DYryCxCoI8ySQA,Longwood Galleria,42.338544,-71.106842,Restaurants/ Shopping/ Shopping Centers,2.5
8XyEpVdAO0o6iVkVxkWosQ,PS Property Management Company,30.2464652,-97.7787377,Home Services/ Real Estate/ Property Management,4.5
arEXRZYu8220bFBJ3VAh3A,Blake's On The Park,33.7814748,-84.379955,Nightlife/ Bars/ Gay Bars/ Sports Bars,3.5
jGennaZUr2MsJyRhijNBfA,Legal Sea Foods,42.3634422,-71.0257812,Sandwiches/ Food/ Restaurants/ Breakfast & Brunch/ Seafood/ Italian/ Beer/ Wine & Spirits/ Cocktail Bars/ Gluten-Free/ Nightlife/ Bars/ Salad,3.5
XlLPnkHkm0Q7NLQrAJ6DRQ,Nancy Wilde LMT,42.296206,-71.223289,Health & Medical/ Beauty & Spas/ Massage Therapy/ Massage/ Chiropractors,4.5
_bZOUUc6Sr_W3BxbOUJacw,Prince of Peace,45.5309581,-122.8237802,Education/ Preschools,3.5
uMGsjQGT35rX4AAt1Hp9og,Laurelhurst Chiropractic,45.5231031,-122.638005,Acupuncture/ Prenatal/Perinatal Care/ Health & Medical/ Massage Therapy/ Chiropractors,4.5
QciD6FbNklaJvUbLExD4Nw,ARGO,49.2544359,-123.0200503,Food Delivery Services/ Food/ Restaurants/ Mediterranean/ Greek/ Pizza,4
vOMGjOSKtAKWWW-F_-tiAQ,Brewer/Burroughs Tot Lot,42.31173637,-71.11593422,Playgrounds/ Active Life,4.5
iPD8BBvea6YldQZPHzVrSQ,Espresso Minute,42.3426726,-71.0842392,Creperies/ Restaurants/ Food/ Coffee & Tea/ Breakfast & Brunch,4.5
jx91IMdGOmLOo8h_F9z39g,Cleary's Restaurant & Spirits,45.5264727,-122.535323,Nightlife/ Sandwiches/ Seafood/ Restaurants,3.5
NVfOn7TdnHbaGH97CVB_Qg,McKinley Chiropractic,30.244902,-97.857409,Chiropractors/ Health & Medical,5
Xw8tuI30T-xihpzwBV-zJg,El Pollo Rey,30.243493,-97.730141,Food Trucks/ Restaurants/ Specialty Food/ Food/ Mexican/ Ethnic Food,5
s8eTWEtW5WcnL2kUxrOVmw,Austin Regional Clinic: ARC Quarry Lake,30.4016572,-97.7429434,Diagnostic Services/ Doctors/ Internal Medicine/ Pediatricians/ Laboratory Testing/ Health & Medical/ Family Practice/ Surgeons,3.5
OmdMTKZe3j4oUkDrpru9VA,Pickens Jewelers,33.8386564,-84.37219187,Local Services/ Shopping/ Jewelry/ Jewelry Repair/ Watch Repair,4
NRPemqVb4qpWFF0Avq_6OQ,Eurasia Sushi Bar & Seafood,30.2345329,-97.8772622,Bars/ Nightlife/ Cocktail Bars/ Seafood/ Restaurants/ Sushi Bars,4.5
TRToVIbaVtu1KOE8DR9gCw,Texas Roadhouse,28.538452,-81.737625,Steakhouses/ Restaurants/ Salad/ Barbeque/ American (Traditional)/ Food,3.5
Yyym58vWvlRPuMCOICWRBw,Shirley's Tape And Shears,45.62823508,-122.6712515,Local Services/ Sewing & Alterations,4.5
BFd5KnVmxkFH3WjbydJI3Q,Sam's Club,28.65569465,-81.33725729,Convenience Stores/ Bakeries/ Food/ Grocery,3
J0qv-BVQKQwImRZQ1_ZKdQ,USA Performance Auto,45.5606413,-122.5298052,Oil Change Stations/ Auto Repair/ Tires/ Automotive,4.5
D2VwAQBBxfm_l9rYesXaxQ,The Daily Stroll,42.3454531,-71.1269562,Pet Services/ Pet Groomers/ Pet Stores/ Pet Sitting/ Pets/ Dog Walkers,4
Xi2GGNzOiUS8r6WCFvu-fw,Kerala Kitchen,49.173723,-122.889641,Indian/ Restaurants,4
0b9OJG4DWUqhdLotm_La7Q,Mid Century Modern Home,49.2537415,-123.0828385,Home & Garden/ Furniture Stores/ Shopping/ Antiques,3.5
1bT6-v29xAoA0ELXF1Ncjw,MARTA - Doraville Station,33.90295918,-84.28013865,Train Stations/ Trains/ Hotels & Travel/ Transportation/ Public Transportation,3
5PsApTz-WqhF_-8mfqGtGw,Cafe Yumm!,45.51845019,-122.675723,Vegetarian/ Vegan/ Sandwiches/ Soup/ American (New)/ Fast Food/ Restaurants/ Wraps/ American (Traditional),3.5
w4qVflIAbdklzG3mnKmQsg,Magical Pizza Express,28.5205,-81.44395,Italian/ Restaurants,1
Of6xu3pY3eHe2yhiyz2dvg,Taco Bell,40.03367768,-105.2591028,Restaurants/ Tex-Mex/ Tacos/ Fast Food/ Breakfast & Brunch/ Mexican,1.5
djolOChjDtxniurUFP_SXA,Panda Express,28.8006862,-81.3317118,Restaurants/ Chinese/ Fast Food,2.5
Z2JC3Yrz82kyS86zEVJG5A,Gigi's Roast Beef & Pizza,42.5069354,-71.1958538,Restaurants/ Sandwiches/ Pizza,3
TY5PqlMGI1ByMTY6itVHYQ,Seven A's Locksmith,42.3508508,-71.1317705,Home Services/ Keys & Locksmiths,2.5
XymxusqpIsZFmN_QNQW_fw,Austin Community College - Rio Grande Campus,30.2763429,-97.74796232,Adult Education/ Education/ Colleges & Universities,3
2-p3yffS70GvqJurMP_pgQ,Starbucks,28.446272,-81.5595,Food/ Coffee & Tea,3.5
CPmMlFgxNtyIZaITHA5SrQ,Quincy Mutual Fire Ins Company,42.2505013,-71.0012095,Insurance/ Financial Services,2.5
s7DzD9VDhb7pjmQegc7TWg,E&R Packing and Delivery,33.8537436,-84.2956813,Junk Removal & Hauling/ Movers/ Local Services/ Furniture Assembly/ Home Services/ Packing Services/ Couriers & Delivery Services,4.5
Nhw7on5kevbomM-GzRXy_A,Texas Global Passport Services,30.287984,-97.743246,Colleges & Universities/ Education/ Hotels & Travel/ Public Services & Government/ Passport & Visa Services/ Travel Services,5
bRsDZ44CD3uhGnRY3NeQhQ,Wendy's,30.44187541,-97.74658116,Fast Food/ Restaurants/ Burgers,2
z8-_6l5EhX5NuPfWzJYQMA,Great Wraps,33.846335,-84.3635778,Food/ Restaurants/ Cheesesteaks/ Sandwiches/ Juice Bars & Smoothies,3
qbZJh9lR0gh4Wca96NQv9g,Chuck E. Cheese,28.551335,-81.483167,Pizza/ Event Planning & Services/ Arcades/ Party & Event Planning/ Restaurants/ Active Life/ Arts & Entertainment/ Kids Activities/ Indoor Playcentre,2
sSX4BXohwSfMJVhHn4nh2w,Lumber Liquidators - East Portland,45.52784921,-122.5369203,Flooring/ Hardware Stores/ Home Services/ Shopping/ Home & Garden/ Building Supplies,3
z-0oY7VxQMQw3JHvdPejrA,Olmecas Mexican Restaurant,30.230016,-97.7326393,Coffee & Tea/ Tex-Mex/ Restaurants/ Mexican/ Food,3
6MEqn13ZdrP6Icc2p2qb2g,Feitoza Service,42.3917638,-71.0328284,Wallpapering/ Home Services,5
buTr0hMiyDbjQvFJgm-Eew,JP Licks,42.39540645,-71.07949069,Custom Cakes/ Desserts/ Coffee & Tea/ Ice Cream & Frozen Yogurt/ Kosher/ Food/ Restaurants,3.5
G6xF2EGY-F04iFhq5sX8MQ,MJB Restoration,45.5352835,-122.6037536,Carpenters/ Painters/ Damage Restoration/ Home Services/ Decks & Railing/ Contractors,4.5
QkLMGBIP5Pp040l0Y9L0iA,Valley Chrysler-Dodge,40.021816,-105.252803,Car Dealers/ Auto Repair/ Automotive,2.5
8iXIaO3OYdnOHkxabiqdiQ,The Posh Spot,33.86501181,-84.4718137,Waxing/ Hair Removal/ Skin Care/ Eyelash Service/ Beauty & Spas/ Massage/ Nail Salons/ Day Spas,3.5
Xg12RikHzyFCgFBApWtcdw,The Golden Dog,45.6925914,-122.6586444,Pet Groomers/ Pets/ Pet Services,4
XmIPAzrfadxpEHbLi8QxRg,Camp Automotive,33.8029095,-84.4359955,Automotive/ Auto Repair/ Oil Change Stations/ Gas Stations,4
iX6_gILIkLUpO1r1BzwfvA,Park Theatre,49.2544794,-123.1148693,Cinema/ Arts & Entertainment,4
Mf9io8WkMyGautXuSSfGTg,Los Potrillos Mexican Restaurant & Bar,45.6988889,-122.703543,Restaurants/ Food Delivery Services/ Mexican/ Desserts/ Food/ Seafood,3.5
3ME_CSB1bo4F0QMhQRUeOA,Yan's China Bistro,42.46808098,-70.91675207,Restaurants/ Chinese,4
MEC2RzMZwPxzz_9rr0Cpog,Reliable Appliance Repair Crew,30.2153869,-97.7960118,Local Services/ Appliances & Repair,1.5
m25WChNiebDi-uLgEPPpug,Nick's Towing & Recovery Service,42.3486448,-71.2289719,Auto Repair/ Hotels & Travel/ Automotive/ Towing/ Transportation,2
O14glSxcoa0_jCmlPLfuCg,Closet Factory,42.5673785,-71.159148,Interior Design/ Cabinetry/ Home Organization/ Home Services,4.5
gjMCRTs0IZbw9bZLG837Bg,CaveMan Cuisine,30.2456728,-97.7688358,Food/ Food Delivery Services,1.5
Q-pFmFZ54AOgCwwi9kwzWw,Rh,28.5943858,-81.3505596,Home & Garden/ Home Decor/ Hardware Stores/ Furniture Stores/ Shopping/ Kitchen & Bath,3
Z4UNrp2VpqiEuc39eDsjdg,San Saba Spa,30.3745285,-97.9868094,Skin Care/ Hair Salons/ Hair Removal/ Beauty & Spas/ Day Spas/ Nail Salons/ Massage,4
zml5p2_hrHNDumKqsWGvfA,Community Thrift and Vintage,49.2822178,-123.1044579,Shopping/ Accessories/ Fashion/ Thrift Stores/ Jewelry/ Used/ Vintage & Consignment,4.5
oT8WhLz_LP-2GPZa4vPzjw,Grand Villa Casino,49.2566368,-123.0069217,Casinos/ Arts & Entertainment,3
5xEfYJ3neT2flz7oU3ch4g,Tumblekids Watertown,42.3693697,-71.1556203,Specialty Schools/ Education/ Gymnastics/ Active Life,3
xqBjjE3lsBWCEj1CulMGSg,Mile Post 5,45.5293224,-122.5793425,Shopping/ Art Galleries/ Arts & Entertainment,3.5
Q2vefh0tGhtCGQDK1FI7cw,Piece of Cake,33.8428749,-84.3785385,Restaurants/ Patisserie/Cake Shop/ Desserts/ Food/ Cupcakes/ Bakeries,4
DlGncLuo1YYdNiwHX2Z0OA,Bank of America,33.777455,-84.2960032,Banks & Credit Unions/ Financial Services,1.5
EGZ0fhB9k0ZlI5sHda4vFw,Andy's Frozen Custard,28.4632778,-81.4511805,Food/ Ice Cream & Frozen Yogurt/ Restaurants/ Breakfast & Brunch/ Desserts,4.5
WuoNSCjFBH4OQTSNGc4l6w,Toscana European Day Spa & Salon,42.3500045,-71.0819309,Beauty & Spas/ Hair Salons/ Active Life/ Day Spas,4
EXo2OLA-gBqKtCa9hdDBkQ,BC Liquor Store,49.2861112,-123.1395245,Beer/ Wine & Spirits/ Food,2
Npm0cjoyWwyV13OULL9qOA,Nana's Ice Cream Scoop Shop,45.5609209,-122.6624474,Food/ Ice Cream & Frozen Yogurt,4
jI0NfabCGtRZWH5S0jl6Pw,Sabor Latino - Puerto Rican Cuisine & Gallery,28.882545,-81.279028,Caribbean/ Restaurants/ Puerto Rican,3.5
HMXiuCxHDXqMH1hBpaHd9g,Whole Time Chicken,45.5162412,-122.5975269,Food Stands/ Restaurants/ Sandwiches,5
ZA3u0Nu5V6TqkcYh8U0zdg,B Street Coffee House,45.5230736,-122.6962064,Restaurants/ Food/ Sandwiches/ Breakfast & Brunch/ Gluten-Free/ Coffee & Tea/ Bagels,4.5
KUGRFwI1V_X8nd5Z7g66eg,Coolidge Hardware,42.3713908,-71.1581733,Home & Garden/ Hardware Stores/ Shopping,4.5
xlKLfEm9j1q6wWhO26iH6g,Central Paint & True Value,42.2559572,-71.1213939,Home & Garden/ Paint Stores/ Hardware Stores/ Shopping,5
gmLYiyg_hW_DVQWEPgfRQA,Viuda Bistro,30.081542,-97.844353,Restaurants/ American (New)/ Bistros,4.5
FkS4OmTBeNHPK3sV4PBcIw,Heartbreak Hill Running Company,42.362186,-71.098656,Active Life/ Sporting Goods/ Fashion/ Shoe Stores/ Shopping/ Sports Wear/ Fitness & Instruction,4.5